Date_Submitted,Cx_quinquefasciatus_fem,TRAPID,LOCATION
6/16/2020,10,WY13,139 NW 30 St
6/23/2020,16,WY13,139 NW 30 St
6/30/2020,11,WY13,139 NW 30 St
7/7/2020,4,WY13,139 NW 30 St
7/14/2020,1,WY13,139 NW 30 St
7/21/2020,2,WY13,139 NW 30 St
7/28/2020,5,WY13,139 NW 30 St
8/11/2020,11,WY13,139 NW 30 St
8/18/2020,1,WY13,139 NW 30 St
8/26/2020,1,WY13,139 NW 30 St
9/1/2020,2,WY13,139 NW 30 St
9/15/2020,2,WY13,139 NW 30 St
9/29/2020,5,WY13,139 NW 30 St
10/6/2020,5,WY13,139 NW 30 St
10/14/2020,2,WY13,139 NW 30 St
10/27/2020,3,WY13,139 NW 30 St
11/3/2020,5,WY13,139 NW 30 St
11/17/2020,10,WY13,139 NW 30 St
11/24/2020,1,WY13,139 NW 30 St
12/1/2020,6,WY13,139 NW 30 St
12/8/2020,10,WY13,139 NW 30 St
12/15/2020,7,WY13,139 NW 30 St
12/22/2020,9,WY13,139 NW 30 St
1/5/2021,6,WY13,139 NW 30 St
1/12/2021,84,WY13,139 NW 30 St
1/20/2021,27,WY13,139 NW 30 St
1/26/2021,148,WY13,139 NW 30 St
2/2/2021,16,WY13,139 NW 30 St
2/9/2021,57,WY13,139 NW 30 St
2/17/2021,1,WY13,139 NW 30 St
2/23/2021,10,WY13,139 NW 30 St
3/2/2021,29,WY13,139 NW 30 St
3/9/2021,10,WY13,139 NW 30 St
3/16/2021,16,WY13,139 NW 30 St
3/23/2021,188,WY13,139 NW 30 St
3/30/2021,5,WY13,139 NW 30 St
4/6/2021,38,WY13,139 NW 30 St
4/13/2021,7,WY13,139 NW 30 St
4/27/2021,9,WY13,139 NW 30 St
5/4/2021,30,WY13,139 NW 30 St
5/11/2021,10,WY13,139 NW 30 St
5/18/2021,64,WY13,139 NW 30 St
5/25/2021,30,WY13,139 NW 30 St
6/2/2021,3,WY13,139 NW 30 St
6/8/2021,33,WY13,139 NW 30 St
6/15/2021,2,WY13,139 NW 30 St
6/23/2021,14,WY13,139 NW 30 St
6/29/2021,19,WY13,139 NW 30 St
7/7/2021,105,WY13,139 NW 30 St
7/13/2021,7,WY13,139 NW 30 St
7/20/2021,80,WY13,139 NW 30 St
7/27/2021,12,WY13,139 NW 30 St
8/3/2021,6,WY13,139 NW 30 St
8/10/2021,7,WY13,139 NW 30 St
8/17/2021,10,WY13,139 NW 30 St
8/31/2021,5,WY13,139 NW 30 St
9/8/2021,21,WY13,139 NW 30 St
9/14/2021,2,WY13,139 NW 30 St
9/28/2021,14,WY13,139 NW 30 St
10/5/2021,4,WY13,139 NW 30 St
10/19/2021,9,WY13,139 NW 30 St
10/26/2021,9,WY13,139 NW 30 St
8/6/2016,11,WY14,108 NW 27 ST
8/7/2016,70,WY14,108 NW 27 ST
8/8/2016,3,WY14,108 NW 27 ST
8/9/2016,14,WY14,108 NW 27 ST
8/10/2016,1,WY14,108 NW 27 ST
8/12/2016,3,WY14,108 NW 27 ST
8/13/2016,13,WY14,108 NW 27 ST
8/14/2016,10,WY14,108 NW 27 ST
8/15/2016,19,WY14,108 NW 27 ST
8/16/2016,5,WY14,108 NW 27 ST
8/17/2016,1,WY14,108 NW 27 ST
8/18/2016,6,WY14,108 NW 27 ST
8/19/2016,5,WY14,108 NW 27 ST
8/23/2016,1,WY14,108 NW 27 ST
8/26/2016,6,WY14,108 NW 27 ST
8/30/2016,15,WY14,108 NW 27 ST
9/1/2016,17,WY14,108 NW 27 ST
9/2/2016,6,WY14,108 NW 27 ST
9/6/2016,12,WY14,108 NW 27 ST
9/8/2016,7,WY14,108 NW 27 ST
9/9/2016,16,WY14,108 NW 27 ST
9/13/2016,10,WY14,108 NW 27 ST
9/14/2016,10,WY14,108 NW 27 ST
9/15/2016,11,WY14,108 NW 27 ST
9/20/2016,1,WY14,108 NW 27 ST
9/21/2016,8,WY14,108 NW 27 ST
9/22/2016,4,WY14,108 NW 27 ST
9/23/2016,5,WY14,108 NW 27 ST
9/27/2016,4,WY14,108 NW 27 ST
9/28/2016,2,WY14,108 NW 27 ST
9/29/2016,5,WY14,108 NW 27 ST
9/30/2016,7,WY14,108 NW 27 ST
10/11/2016,14,WY14,108 NW 27 ST
10/12/2016,19,WY14,108 NW 27 ST
10/13/2016,12,WY14,108 NW 27 ST
10/14/2016,40,WY14,108 NW 27 ST
10/18/2016,2,WY14,108 NW 27 ST
10/19/2016,6,WY14,108 NW 27 ST
10/20/2016,2,WY14,108 NW 27 ST
10/21/2016,5,WY14,108 NW 27 ST
10/25/2016,5,WY14,108 NW 27 ST
10/26/2016,4,WY14,108 NW 27 ST
10/28/2016,1,WY14,108 NW 27 ST
11/1/2016,3,WY14,108 NW 27 ST
11/2/2016,10,WY14,108 NW 27 ST
11/3/2016,6,WY14,108 NW 27 ST
11/4/2016,5,WY14,108 NW 27 ST
11/8/2016,5,WY14,108 NW 27 ST
11/9/2016,7,WY14,108 NW 27 ST
11/10/2016,32,WY14,108 NW 27 ST
11/11/2016,23,WY14,108 NW 27 ST
11/15/2016,43,WY14,108 NW 27 ST
11/16/2016,22,WY14,108 NW 27 ST
11/17/2016,29,WY14,108 NW 27 ST
11/18/2016,31,WY14,108 NW 27 ST
11/22/2016,118,WY14,108 NW 27 ST
11/23/2016,2,WY14,108 NW 27 ST
11/25/2016,10,WY14,108 NW 27 ST
11/29/2016,106,WY14,108 NW 27 ST
11/30/2016,93,WY14,108 NW 27 ST
12/1/2016,98,WY14,108 NW 27 ST
12/2/2016,8,WY14,108 NW 27 ST
12/6/2016,107,WY14,108 NW 27 ST
12/7/2016,11,WY14,108 NW 27 ST
12/8/2016,38,WY14,108 NW 27 ST
12/9/2016,1,WY14,108 NW 27 ST
12/13/2016,82,WY14,108 NW 27 ST
12/20/2016,100,WY14,108 NW 27 ST
12/28/2016,85,WY14,108 NW 27 ST
1/4/2017,46,WY14,108 NW 27 ST
1/10/2017,126,WY14,108 NW 27 ST
1/18/2017,150,WY14,108 NW 27 ST
1/24/2017,102,WY14,108 NW 27 ST
1/31/2017,26,WY14,108 NW 27 ST
2/14/2017,356,WY14,108 NW 27 ST
2/22/2017,108,WY14,108 NW 27 ST
2/28/2017,134,WY14,108 NW 27 ST
3/7/2017,66,WY14,108 NW 27 ST
3/14/2017,74,WY14,108 NW 27 ST
3/21/2017,22,WY14,108 NW 27 ST
3/28/2017,6,WY14,108 NW 27 ST
4/4/2017,9,WY14,108 NW 27 ST
4/11/2017,12,WY14,108 NW 27 ST
4/18/2017,35,WY14,108 NW 27 ST
4/25/2017,94,WY14,108 NW 27 ST
5/2/2017,55,WY14,108 NW 27 ST
5/9/2017,22,WY14,108 NW 27 ST
5/16/2017,16,WY14,108 NW 27 ST
5/23/2017,40,WY14,108 NW 27 ST
5/31/2017,40,WY14,108 NW 27 ST
6/6/2017,30,WY14,108 NW 27 ST
6/13/2017,15,WY14,108 NW 27 ST
6/20/2017,43,WY14,108 NW 27 ST
6/27/2017,60,WY14,108 NW 27 ST
7/4/2017,50,WY14,108 NW 27 ST
7/18/2017,51,WY14,108 NW 27 ST
7/25/2017,7,WY14,108 NW 27 ST
8/1/2017,3,WY14,108 NW 27 ST
8/8/2017,27,WY14,108 NW 27 ST
8/15/2017,11,WY14,108 NW 27 ST
9/6/2017,45,WY14,108 NW 27 ST
9/19/2017,26,WY14,108 NW 27 ST
9/26/2017,15,WY14,108 NW 27 ST
10/3/2017,31,WY14,108 NW 27 ST
10/11/2017,32,WY14,108 NW 27 ST
10/17/2017,195,WY14,108 NW 27 ST
10/24/2017,22,WY14,108 NW 27 ST
10/31/2017,25,WY14,108 NW 27 ST
11/7/2017,30,WY14,108 NW 27 ST
11/14/2017,27,WY14,108 NW 27 ST
11/28/2017,16,WY14,108 NW 27 ST
12/5/2017,7,WY14,108 NW 27 ST
12/12/2017,3,WY14,108 NW 27 ST
12/20/2017,65,WY14,108 NW 27 ST
12/27/2017,29,WY14,108 NW 27 ST
1/3/2018,3,WY14,108 NW 27 ST
1/9/2018,130,WY14,108 NW 27 ST
1/17/2018,30,WY14,108 NW 27 ST
1/23/2018,297,WY14,108 NW 27 ST
1/30/2018,58,WY14,108 NW 27 ST
2/6/2018,312,WY14,108 NW 27 ST
2/13/2018,200,WY14,108 NW 27 ST
2/21/2018,53,WY14,108 NW 27 ST
2/27/2018,87,WY14,108 NW 27 ST
3/6/2018,384,WY14,108 NW 27 ST
3/13/2018,85,WY14,108 NW 27 ST
3/20/2018,93,WY14,108 NW 27 ST
3/27/2018,212,WY14,108 NW 27 ST
4/3/2018,236,WY14,108 NW 27 ST
4/10/2018,28,WY14,108 NW 27 ST
4/17/2018,14,WY14,108 NW 27 ST
4/24/2018,264,WY14,108 NW 27 ST
5/1/2018,62,WY14,108 NW 27 ST
5/8/2018,74,WY14,108 NW 27 ST
5/15/2018,33,WY14,108 NW 27 ST
5/22/2018,2,WY14,108 NW 27 ST
5/30/2018,35,WY14,108 NW 27 ST
6/5/2018,66,WY14,108 NW 27 ST
6/12/2018,1,WY14,108 NW 27 ST
6/19/2018,22,WY14,108 NW 27 ST
6/26/2018,8,WY14,108 NW 27 ST
7/3/2018,52,WY14,108 NW 27 ST
7/10/2018,14,WY14,108 NW 27 ST
7/17/2018,21,WY14,108 NW 27 ST
7/31/2018,5,WY14,108 NW 27 ST
8/7/2018,2,WY14,108 NW 27 ST
8/14/2018,10,WY14,108 NW 27 ST
8/21/2018,4,WY14,108 NW 27 ST
8/28/2018,3,WY14,108 NW 27 ST
9/5/2018,7,WY14,108 NW 27 ST
9/11/2018,9,WY14,108 NW 27 ST
9/18/2018,3,WY14,108 NW 27 ST
9/25/2018,4,WY14,108 NW 27 ST
10/2/2018,21,WY14,108 NW 27 ST
10/10/2018,5,WY14,108 NW 27 ST
10/16/2018,6,WY14,108 NW 27 ST
10/23/2018,4,WY14,108 NW 27 ST
10/30/2018,26,WY14,108 NW 27 ST
11/6/2018,5,WY14,108 NW 27 ST
11/14/2018,5,WY14,108 NW 27 ST
11/20/2018,10,WY14,108 NW 27 ST
11/27/2018,3,WY14,108 NW 27 ST
12/4/2018,136,WY14,108 NW 27 ST
12/11/2018,31,WY14,108 NW 27 ST
12/18/2018,10,WY14,108 NW 27 ST
12/27/2018,7,WY14,108 NW 27 ST
1/3/2019,47,WY14,108 NW 27 ST
1/8/2019,27,WY14,108 NW 27 ST
1/15/2019,36,WY14,108 NW 27 ST
1/23/2019,20,WY14,108 NW 27 ST
1/29/2019,69,WY14,108 NW 27 ST
2/5/2019,187,WY14,108 NW 27 ST
2/12/2019,10,WY14,108 NW 27 ST
2/20/2019,18,WY14,108 NW 27 ST
2/27/2019,5,WY14,108 NW 27 ST
3/5/2019,45,WY14,108 NW 27 ST
3/19/2019,25,WY14,108 NW 27 ST
3/26/2019,164,WY14,108 NW 27 ST
4/2/2019,8,WY14,108 NW 27 ST
4/16/2019,96,WY14,108 NW 27 ST
4/23/2019,37,WY14,108 NW 27 ST
4/30/2019,44,WY14,108 NW 27 ST
5/7/2019,6,WY14,108 NW 27 ST
5/14/2019,4,WY14,108 NW 27 ST
5/21/2019,92,WY14,108 NW 27 ST
5/29/2019,230,WY14,108 NW 27 ST
6/4/2019,18,WY14,108 NW 27 ST
6/11/2019,10,WY14,108 NW 27 ST
6/18/2019,5,WY14,108 NW 27 ST
6/25/2019,27,WY14,108 NW 27 ST
7/2/2019,17,WY14,108 NW 27 ST
7/9/2019,7,WY14,108 NW 27 ST
7/16/2019,3,WY14,108 NW 27 ST
7/17/2019,9,WY14,108 NW 27 ST
7/30/2019,4,WY14,108 NW 27 ST
8/6/2019,1,WY14,108 NW 27 ST
8/13/2019,1,WY14,108 NW 27 ST
8/20/2019,3,WY14,108 NW 27 ST
8/27/2019,3,WY14,108 NW 27 ST
9/4/2019,4,WY14,108 NW 27 ST
9/10/2019,8,WY14,108 NW 27 ST
9/17/2019,9,WY14,108 NW 27 ST
9/24/2019,7,WY14,108 NW 27 ST
10/1/2019,4,WY14,108 NW 27 ST
10/16/2019,8,WY14,108 NW 27 ST
10/22/2019,4,WY14,108 NW 27 ST
10/29/2019,2,WY14,108 NW 27 ST
11/5/2019,7,WY14,108 NW 27 ST
11/13/2019,37,WY14,108 NW 27 ST
11/19/2019,188,WY14,108 NW 27 ST
11/26/2019,45,WY14,108 NW 27 ST
12/3/2019,40,WY14,108 NW 27 ST
12/10/2019,17,WY14,108 NW 27 ST
12/17/2019,20,WY14,108 NW 27 ST
12/24/2019,17,WY14,108 NW 27 ST
12/31/2019,28,WY14,108 NW 27 ST
1/7/2020,16,WY14,108 NW 27 ST
1/14/2020,360,WY14,108 NW 27 ST
1/22/2020,3,WY14,108 NW 27 ST
1/28/2020,288,WY14,108 NW 27 ST
2/4/2020,60,WY14,108 NW 27 ST
2/11/2020,12,WY14,108 NW 27 ST
2/19/2020,8,WY14,108 NW 27 ST
2/25/2020,135,WY14,108 NW 27 ST
3/3/2020,125,WY14,108 NW 27 ST
3/10/2020,49,WY14,108 NW 27 ST
3/17/2020,218,WY14,108 NW 27 ST
3/24/2020,228,WY14,108 NW 27 ST
3/31/2020,250,WY14,108 NW 27 ST
4/7/2020,320,WY14,108 NW 27 ST
4/14/2020,45,WY14,108 NW 27 ST
4/21/2020,72,WY14,108 NW 27 ST
4/28/2020,220,WY14,108 NW 27 ST
5/12/2020,20,WY14,108 NW 27 ST
5/19/2020,10,WY14,108 NW 27 ST
5/27/2020,44,WY14,108 NW 27 ST
6/2/2020,62,WY14,108 NW 27 ST
6/16/2020,10,WY14,108 NW 27 ST
6/23/2020,7,WY14,104 NW 27 St
6/30/2020,14,WY14,104 NW 27 St
7/7/2020,12,WY14,104 NW 27 St
7/14/2020,36,WY14,104 NW 27 St
7/21/2020,6,WY14,104 NW 27 St
7/28/2020,69,WY14,104 NW 27 St
8/4/2020,5,WY14,104 NW 27 St
8/11/2020,7,WY14,104 NW 27 St
8/18/2020,1,WY14,104 NW 27 St
8/26/2020,6,WY14,104 NW 27 St
9/1/2020,9,WY14,104 NW 27 St
9/9/2020,4,WY14,104 NW 27 St
9/15/2020,2,WY14,104 NW 27 St
9/22/2020,5,WY14,104 NW 27 St
9/29/2020,23,WY14,104 NW 27 St
10/6/2020,101,WY14,104 NW 27 St
10/14/2020,9,WY14,104 NW 27 St
10/21/2020,6,WY14,104 NW 27 St
11/13/2020,40,WY14,104 NW 27 St
11/17/2020,58,WY14,104 NW 27 St
11/24/2020,13,WY14,104 NW 27 St
12/1/2020,170,WY14,104 NW 27 St
12/15/2020,26,WY14,104 NW 27 St
12/22/2020,76,WY14,104 NW 27 St
12/29/2020,15,WY14,104 NW 27 St
1/5/2021,120,WY14,104 NW 27 St
1/12/2021,34,WY14,104 NW 27 St
1/20/2021,597,WY14,104 NW 27 St
1/26/2021,426,WY14,104 NW 27 St
2/2/2021,23,WY14,104 NW 27 St
2/9/2021,130,WY14,104 NW 27 St
2/17/2021,9,WY14,104 NW 27 St
2/23/2021,88,WY14,104 NW 27 St
3/2/2021,4,WY14,104 NW 27 St
3/9/2021,23,WY14,104 NW 27 St
3/16/2021,27,WY14,104 NW 27 St
3/23/2021,80,WY14,104 NW 27 St
3/30/2021,41,WY14,104 NW 27 St
4/6/2021,29,WY14,104 NW 27 St
4/13/2021,312,WY14,104 NW 27 St
4/20/2021,2,WY14,104 NW 27 St
4/27/2021,60,WY14,104 NW 27 St
5/4/2021,240,WY14,104 NW 27 St
5/11/2021,26,WY14,104 NW 27 St
5/18/2021,19,WY14,104 NW 27 St
5/25/2021,60,WY14,104 NW 27 St
6/2/2021,260,WY14,104 NW 27 St
6/8/2021,49,WY14,104 NW 27 St
6/15/2021,184,WY14,104 NW 27 St
6/23/2021,87,WY14,104 NW 27 St
6/29/2021,11,WY14,104 NW 27 St
7/7/2021,7,WY14,104 NW 27 St
7/13/2021,89,WY14,104 NW 27 St
7/20/2021,28,WY14,104 NW 27 St
8/3/2021,18,WY14,104 NW 27 St
8/10/2021,1,WY14,104 NW 27 St
8/24/2021,1,WY14,104 NW 27 St
8/31/2021,15,WY14,104 NW 27 St
9/14/2021,6,WY14,104 NW 27 St
9/21/2021,10,WY14,104 NW 27 St
9/28/2021,28,WY14,104 NW 27 St
10/5/2021,2,WY14,104 NW 27 St
11/2/2021,38,WY14,104 NW 27 St
8/6/2016,7,WY15,148 NW 28TH ST
8/7/2016,8,WY15,148 NW 28TH ST
8/9/2016,1,WY15,148 NW 28TH ST
8/12/2016,3,WY15,148 NW 28TH ST
8/14/2016,2,WY15,148 NW 28TH ST
8/15/2016,9,WY15,148 NW 28TH ST
8/16/2016,4,WY15,148 NW 28TH ST
8/17/2016,6,WY15,148 NW 28TH ST
8/18/2016,7,WY15,148 NW 28TH ST
8/19/2016,2,WY15,148 NW 28TH ST
8/23/2016,4,WY15,148 NW 28TH ST
8/26/2016,2,WY15,148 NW 28TH ST
8/30/2016,1,WY15,148 NW 28TH ST
9/1/2016,1,WY15,148 NW 28TH ST
9/6/2016,3,WY15,148 NW 28TH ST
9/7/2016,2,WY15,148 NW 28TH ST
9/8/2016,5,WY15,148 NW 28TH ST
9/9/2016,1,WY15,148 NW 28TH ST
9/13/2016,1,WY15,148 NW 28TH ST
9/14/2016,3,WY15,148 NW 28TH ST
9/16/2016,5,WY15,148 NW 28TH ST
9/20/2016,5,WY15,148 NW 28TH ST
9/22/2016,1,WY15,148 NW 28TH ST
9/23/2016,2,WY15,148 NW 28TH ST
9/27/2016,1,WY15,148 NW 28TH ST
9/28/2016,1,WY15,148 NW 28TH ST
9/29/2016,3,WY15,148 NW 28TH ST
9/30/2016,2,WY15,148 NW 28TH ST
10/4/2016,1,WY15,148 NW 28TH ST
10/5/2016,1,WY15,148 NW 28TH ST
10/11/2016,3,WY15,148 NW 28TH ST
10/12/2016,16,WY15,148 NW 28TH ST
10/13/2016,24,WY15,148 NW 28TH ST
10/14/2016,9,WY15,148 NW 28TH ST
10/18/2016,5,WY15,148 NW 28TH ST
10/19/2016,6,WY15,148 NW 28TH ST
10/20/2016,5,WY15,148 NW 28TH ST
10/21/2016,4,WY15,148 NW 28TH ST
10/25/2016,14,WY15,148 NW 28TH ST
11/1/2016,4,WY15,148 NW 28TH ST
11/2/2016,22,WY15,148 NW 28TH ST
11/3/2016,18,WY15,148 NW 28TH ST
11/4/2016,20,WY15,148 NW 28TH ST
11/8/2016,13,WY15,148 NW 28TH ST
11/9/2016,4,WY15,148 NW 28TH ST
11/10/2016,28,WY15,148 NW 28TH ST
11/15/2016,33,WY15,148 NW 28TH ST
11/16/2016,25,WY15,148 NW 28TH ST
11/17/2016,57,WY15,148 NW 28TH ST
11/18/2016,15,WY15,148 NW 28TH ST
11/22/2016,26,WY15,148 NW 28TH ST
11/23/2016,17,WY15,148 NW 28TH ST
11/25/2016,17,WY15,148 NW 28TH ST
11/29/2016,17,WY15,148 NW 28TH ST
11/30/2016,90,WY15,148 NW 28TH ST
12/1/2016,40,WY15,148 NW 28TH ST
12/2/2016,17,WY15,148 NW 28TH ST
12/6/2016,59,WY15,148 NW 28TH ST
12/7/2016,57,WY15,148 NW 28TH ST
12/8/2016,12,WY15,148 NW 28TH ST
12/9/2016,5,WY15,148 NW 28TH ST
12/13/2016,45,WY15,148 NW 28TH ST
12/20/2016,10,WY15,148 NW 28TH ST
12/28/2016,24,WY15,148 NW 28TH ST
1/4/2017,178,WY15,148 NW 28TH ST
1/10/2017,40,WY15,148 NW 28TH ST
1/18/2017,33,WY15,148 NW 28TH ST
1/24/2017,42,WY15,148 NW 28TH ST
1/31/2017,11,WY15,148 NW 28TH ST
2/7/2017,60,WY15,148 NW 28TH ST
2/14/2017,102,WY15,148 NW 28TH ST
2/22/2017,87,WY15,148 NW 28TH ST
2/28/2017,13,WY15,148 NW 28TH ST
3/7/2017,14,WY15,148 NW 28TH ST
3/14/2017,68,WY15,148 NW 28TH ST
3/21/2017,5,WY15,148 NW 28TH ST
3/28/2017,18,WY15,148 NW 28TH ST
4/4/2017,71,WY15,148 NW 28TH ST
4/11/2017,92,WY15,148 NW 28TH ST
4/18/2017,11,WY15,148 NW 28TH ST
5/2/2017,7,WY15,153 NW 26 ST
5/16/2017,1,WY15,153 NW 26 ST
5/23/2017,7,WY15,153 NW 26 ST
5/31/2017,5,WY15,153 NW 26 ST
6/6/2017,6,WY15,153 NW 26 ST
6/20/2017,6,WY15,153 NW 26 ST
6/27/2017,14,WY15,153 NW 26 ST
7/25/2017,11,WY15,153 NW 26 ST
8/1/2017,11,WY15,153 NW 26 ST
8/8/2017,4,WY15,153 NW 26 ST
8/15/2017,1,WY15,153 NW 26 ST
8/22/2017,7,WY15,153 NW 26 ST
9/19/2017,3,WY15,153 NW 26 ST
9/26/2017,1,WY15,153 NW 26 ST
10/3/2017,5,WY15,153 NW 26 ST
10/11/2017,117,WY15,153 NW 26 ST
10/17/2017,29,WY15,153 NW 26 ST
10/24/2017,7,WY15,153 NW 26 ST
11/7/2017,1,WY15,153 NW 26 ST
11/14/2017,15,WY15,153 NW 26 ST
11/28/2017,5,WY15,153 NW 26 ST
12/20/2017,13,WY15,153 NW 26 ST
12/27/2017,72,WY15,153 NW 26 ST
1/3/2018,24,WY15,153 NW 26 ST
1/9/2018,17,WY15,153 NW 26 ST
1/17/2018,15,WY15,153 NW 26 ST
1/23/2018,24,WY15,153 NW 26 ST
1/30/2018,16,WY15,153 NW 26 ST
2/6/2018,100,WY15,153 NW 26 ST
2/13/2018,19,WY15,153 NW 26 ST
2/21/2018,12,WY15,153 NW 26 ST
2/27/2018,44,WY15,153 NW 26 ST
3/6/2018,284,WY15,153 NW 26 ST
3/13/2018,12,WY15,153 NW 26 ST
3/20/2018,97,WY15,153 NW 26 ST
3/27/2018,78,WY15,153 NW 26 ST
4/3/2018,142,WY15,153 NW 26 ST
4/10/2018,104,WY15,153 NW 26 ST
4/17/2018,39,WY15,153 NW 26 ST
4/24/2018,131,WY15,153 NW 26 ST
5/1/2018,11,WY15,148 NW 28TH ST
5/8/2018,23,WY15,153 NW 26 ST
5/15/2018,72,WY15,153 NW 26 ST
5/22/2018,9,WY15,153 NW 26 ST
5/30/2018,31,WY15,153 NW 26 ST
6/5/2018,16,WY15,153 NW 26 ST
6/12/2018,5,WY15,153 NW 26 ST
6/26/2018,4,WY15,153 NW 26 ST
7/3/2018,8,WY15,153 NW 26 ST
7/10/2018,6,WY15,153 NW 26 ST
7/17/2018,3,WY15,153 NW 26 ST
7/24/2018,1,WY15,153 NW 26 ST
7/31/2018,1,WY15,153 NW 26 ST
8/7/2018,17,WY15,153 NW 26 ST
8/21/2018,1,WY15,153 NW 26 ST
8/28/2018,4,WY15,153 NW 26 ST
9/5/2018,1,WY15,153 NW 26 ST
9/11/2018,3,WY15,153 NW 26 ST
9/18/2018,2,WY15,153 NW 26 ST
10/2/2018,1,WY15,153 NW 26 ST
10/10/2018,1,WY15,153 NW 26 ST
10/16/2018,1,WY15,153 NW 26 ST
10/23/2018,3,WY15,153 NW 26 ST
10/30/2018,75,WY15,153 NW 26 ST
11/6/2018,10,WY15,153 NW 26 ST
11/20/2018,15,WY15,153 NW 26 ST
11/27/2018,24,WY15,153 NW 26 ST
12/4/2018,2,WY15,153 NW 26 ST
12/11/2018,1,WY15,153 NW 26 ST
12/18/2018,14,WY15,153 NW 26 ST
12/27/2018,6,WY15,153 NW 26 ST
1/3/2019,10,WY15,153 NW 26 ST
1/8/2019,9,WY15,153 NW 26 ST
1/15/2019,30,WY15,153 NW 26 ST
1/23/2019,35,WY15,153 NW 26 ST
1/29/2019,19,WY15,153 NW 26 ST
2/5/2019,13,WY15,153 NW 26 ST
2/12/2019,4,WY15,153 NW 26 ST
2/20/2019,3,WY15,153 NW 26 ST
2/27/2019,11,WY15,153 NW 26 ST
3/5/2019,22,WY15,153 NW 26 ST
3/12/2019,17,WY15,153 NW 26 ST
3/19/2019,29,WY15,153 NW 26 ST
3/26/2019,2,WY15,153 NW 26 ST
4/2/2019,21,WY15,153 NW 26 ST
4/9/2019,3,WY15,153 NW 26 ST
4/16/2019,16,WY15,153 NW 26 ST
4/23/2019,13,WY15,153 NW 26 ST
4/30/2019,21,WY15,153 NW 26 ST
5/7/2019,4,WY15,153 NW 26 ST
5/14/2019,16,WY15,153 NW 26 ST
5/21/2019,12,WY15,153 NW 26 ST
5/29/2019,9,WY15,153 NW 26 ST
6/4/2019,2,WY15,153 NW 26 ST
6/11/2019,8,WY15,153 NW 26 ST
6/18/2019,1,WY15,153 NW 26 ST
6/25/2019,2,WY15,153 NW 26 ST
7/2/2019,5,WY15,153 NW 26 ST
7/16/2019,1,WY15,153 NW 26 ST
7/23/2019,3,WY15,153 NW 26 ST
7/30/2019,1,WY15,153 NW 26 ST
8/6/2019,1,WY15,153 NW 26 ST
8/20/2019,6,WY15,153 NW 26 ST
8/27/2019,4,WY15,153 NW 26 ST
9/17/2019,1,WY15,153 NW 26 ST
10/8/2019,1,WY15,153 NW 26 ST
10/22/2019,1,WY15,153 NW 26 ST
11/19/2019,14,WY15,153 NW 26 ST
11/26/2019,2,WY15,153 NW 26 ST
12/3/2019,4,WY15,153 NW 26 ST
12/10/2019,2,WY15,153 NW 26 ST
12/17/2019,1,WY15,153 NW 26 ST
12/31/2019,12,WY15,153 NW 26 ST
1/7/2020,160,WY15,153 NW 26 ST
1/14/2020,15,WY15,153 NW 26 ST
2/11/2020,19,WY15,153 NW 26 ST
2/19/2020,6,WY15,153 NW 26 ST
2/25/2020,12,WY15,153 NW 26 ST
3/3/2020,20,WY15,153 NW 26 ST
3/17/2020,14,WY15,153 NW 26 ST
3/24/2020,42,WY15,161 NW 26 St
3/31/2020,19,WY15,161 NW 26 St
4/14/2020,50,WY15,161 NW 26 St
4/21/2020,20,WY15,161 NW 26 St
4/28/2020,42,WY15,161 NW 26 St
5/5/2020,15,WY15,161 NW 26 St
5/12/2020,21,WY15,161 NW 26 St
5/19/2020,10,WY15,161 NW 26 St
6/2/2020,39,WY15,161 NW 26 St
6/16/2020,4,WY15,161 NW 26 St
6/23/2020,17,WY15,161 NW 26 St
6/30/2020,3,WY15,161 NW 26 St
7/7/2020,26,WY15,161 NW 26 St
7/14/2020,3,WY15,161 NW 26 St
7/21/2020,3,WY15,161 NW 26 St
7/28/2020,22,WY15,161 NW 26 St
8/4/2020,16,WY15,161 NW 26 St
8/11/2020,16,WY15,161 NW 26 St
8/18/2020,3,WY15,161 NW 26 St
8/26/2020,10,WY15,161 NW 26 St
9/1/2020,1,WY15,161 NW 26 St
9/22/2020,1,WY15,161 NW 26 St
9/29/2020,21,WY15,161 NW 26 St
10/6/2020,18,WY15,161 NW 26 St
10/14/2020,15,WY15,161 NW 26 St
10/27/2020,4,WY15,161 NW 26 St
11/3/2020,10,WY15,161 NW 26 St
11/17/2020,6,WY15,161 NW 26 St
11/24/2020,2,WY15,161 NW 26 St
12/8/2020,34,WY15,161 NW 26 St
12/22/2020,11,WY15,161 NW 26 St
12/29/2020,25,WY15,161 NW 26 St
1/12/2021,34,WY15,161 NW 26 St
1/20/2021,232,WY15,161 NW 26 St
1/26/2021,84,WY15,161 NW 26 St
2/9/2021,10,WY15,161 NW 26 St
2/23/2021,48,WY15,161 NW 26 St
3/2/2021,10,WY15,161 NW 26 St
3/9/2021,4,WY15,161 NW 26 St
3/16/2021,38,WY15,161 NW 26 St
3/23/2021,48,WY15,161 NW 26 St
3/30/2021,25,WY15,161 NW 26 St
4/6/2021,66,WY15,161 NW 26 St
4/13/2021,44,WY15,161 NW 26 St
4/20/2021,15,WY15,161 NW 26 St
4/27/2021,46,WY15,161 NW 26 St
5/4/2021,72,WY15,161 NW 26 St
5/11/2021,35,WY15,161 NW 26 St
